,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
680,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.6,,,0.9,8.7,12.4,2235.0,Overall,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
681,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.6,,,0.5,0.6,2.7,1947.0,Overall,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
682,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.8,,,1.2,8.4,13.2,1130.0,Male,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
683,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.1,,,0.5,0.1,2.0,1006.0,Male,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
684,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.4,,,1.3,7.8,12.9,1095.0,Female,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
685,2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.3,,,0.7,0.8,3.7,937.0,Female,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
728,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.2,,,1.3,9.7,14.8,1613.0,Overall,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
729,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.7,,,0.8,3.2,6.2,1395.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
730,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.9,,,1.7,11.6,18.2,769.0,Male,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
731,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.2,,,1.2,3.9,8.5,673.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
732,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.7,1.8,4.5,719.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
733,2014,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.6,,,1.2,7.2,12.0,820.0,Female,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
775,2014,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,1.0,7.4,11.4,2310.0,Overall,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
776,2014,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.3,7.2,12.3,1130.0,Male,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
777,2014,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.0,,,1.3,6.4,11.5,1176.0,Female,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
805,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.2,,,1.0,6.3,10.1,3794.0,Overall,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
806,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.2,,,0.3,0.6,1.7,2068.0,Overall,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
807,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.0,,,1.2,6.5,11.4,1895.0,Male,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
808,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.3,,,0.4,0.5,2.1,975.0,Male,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
809,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.4,,,1.0,5.5,9.3,1891.0,Female,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
810,2014,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.1,,,0.3,0.4,1.7,1082.0,Female,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
847,2014,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.6,,,0.6,1.5,3.8,1216.0,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
848,2014,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.9,,,1.1,0.8,5.0,614.0,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
849,2014,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.3,,,0.7,1.0,3.7,596.0,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
877,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.3,,,0.3,0.7,1.8,2626.0,Overall,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
878,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.3,,,1.4,7.6,13.0,1987.0,Overall,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
879,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.1,,,1.9,7.4,14.9,1034.0,Male,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
880,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,0.9,,,0.3,0.4,1.5,1286.0,Male,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
881,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.6,,,0.5,0.7,2.6,1333.0,Female,All Races,All Ages,Middle School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
882,2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,1.4,6.6,12.1,947.0,Female,All Races,All Ages,High School,"(40.79373015200048, -77.86070029399963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
920,2013,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.5,2.2,4.2,1582.0,Overall,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
921,2013,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.5,2.2,4.2,756.0,Male,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
922,2013,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.0,,,0.8,1.4,4.6,819.0,Female,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
950,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.4,,,0.4,0.7,2.1,2900.0,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
951,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,0.9,7.2,10.6,2435.0,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
952,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.8,,,0.4,1.0,2.6,1464.0,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
953,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.4,,,1.1,8.3,12.5,1230.0,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
954,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,,,1.0,5.4,9.2,1188.0,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
955,2013,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.0,,,0.4,0.2,1.8,1423.0,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
999,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.6,2.1,4.3,2041.0,Overall,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1000,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,,,1.3,9.4,14.6,1699.0,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1001,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.3,,,1.6,11.2,17.4,832.0,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1002,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.6,,,0.7,2.3,4.9,1014.0,Male,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1003,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.7,,,0.6,1.5,3.9,1027.0,Female,All Races,All Ages,Middle School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1004,2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.6,6.6,12.8,866.0,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1041,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.0,,,0.9,2.3,5.7,1912.0,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1042,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.8,,,1.2,3.4,8.2,1400.0,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1043,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.7,,,1.2,2.3,7.1,877.0,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1044,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.8,,,2.0,2.9,10.7,661.0,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1045,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.9,,,1.1,2.8,7.0,735.0,Female,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1046,2013,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.8,,,1.0,0.9,4.7,1026.0,Female,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1089,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.6,,,0.3,2.0,3.2,1896.0,Overall,All Races,All Ages,Middle School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1090,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.9,,,1.6,9.8,16.0,1659.0,Overall,All Races,All Ages,High School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1091,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.4,,,1.8,11.9,18.9,830.0,Male,All Races,All Ages,High School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1092,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.1,,,0.3,1.6,2.6,965.0,Male,All Races,All Ages,Middle School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1093,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.3,,,2.0,6.4,14.2,826.0,Female,All Races,All Ages,High School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1094,2013,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.0,,,0.5,2.0,4.0,923.0,Female,All Races,All Ages,Middle School,"(40.48501028300046, -88.99771017799969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1137,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.7,,,1.2,11.3,16.1,2653.0,Overall,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1138,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.7,,,0.5,2.7,4.7,2429.0,Overall,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1139,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.8,,,1.3,12.2,17.4,1277.0,Male,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1140,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.6,,,0.6,2.5,4.7,1210.0,Male,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1141,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.9,,,0.6,2.8,5.0,1207.0,Female,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1142,2013,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.7,,,1.7,9.4,16.0,1362.0,Female,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1173,2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.2,,,0.4,0.4,2.0,1695.0,Overall,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1174,2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.1,,,0.4,0.4,1.8,920.0,Male,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1175,2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.2,,,0.5,0.2,2.2,769.0,Female,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1203,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.1,,,0.8,4.5,7.7,1980.0,Overall,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1204,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.3,,,2.0,10.3,18.3,1307.0,Overall,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1205,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.7,,,2.7,11.4,22.0,596.0,Male,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1206,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.0,,,1.3,5.4,10.6,999.0,Male,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1207,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,,,3.3,5.6,18.4,709.0,Female,All Races,All Ages,High School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1208,2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,,,0.9,2.4,5.8,976.0,Female,All Races,All Ages,Middle School,"(31.31266064400046, -92.44568007099969)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1251,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,,,0.7,2.8,5.4,1927.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1252,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.3,,,1.5,10.3,16.3,1529.0,Overall,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1253,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.6,,,0.8,3.1,6.1,1022.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1254,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.2,,,1.6,12.0,18.4,691.0,Male,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1255,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.4,,,1.9,7.7,15.1,835.0,Female,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1256,2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,,,0.8,1.8,5.0,893.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1293,2013,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.0,,,0.7,2.7,5.3,1802.0,Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
1294,2013,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.7,3.1,5.7,936.0,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1295,2013,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.5,,,0.8,1.9,5.1,858.0,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
1321,2013,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.7,,,1.1,9.5,13.9,2409.0,Overall,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
1322,2013,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.9,,,1.3,11.3,16.5,1214.0,Male,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
1323,2013,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,,,1.4,6.8,12.2,1190.0,Female,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
1345,2013,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,1.2,6.9,11.7,1808.0,Overall,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
