"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"83",636,2014,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,8,12.2,1033,"Female","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,10.1
"84",637,2014,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,1.3,2.7,1094,"Female","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2
"85",680,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,8.7,12.4,2235,"Overall","All Races","All Ages","High School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,10.6
"86",681,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,0.6,2.7,1947,"Overall","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,1.6
"87",682,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,8.4,13.2,1130,"Male","All Races","All Ages","High School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,10.8
"88",683,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,0.1,2,1006,"Male","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,1.1
"89",684,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,7.8,12.9,1095,"Female","All Races","All Ages","High School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,10.4
"90",685,2014,"MN","Minnesota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,0.8,3.7,937,"Female","All Races","All Ages","Middle School","(46.35564873600049, -94.79420050299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.3
"91",728,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,9.7,14.8,1613,"Overall","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,12.2
"92",729,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,3.2,6.2,1395,"Overall","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.7
"93",730,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,11.6,18.2,769,"Male","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,14.9
"94",731,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,3.9,8.5,673,"Male","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.2
"95",732,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,1.8,4.5,719,"Female","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"96",733,2014,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,7.2,12,820,"Female","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,9.6
"97",775,2014,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7.4,11.4,2310,"Overall","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,9.4
"98",776,2014,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,7.2,12.3,1130,"Male","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,9.7
"99",777,2014,"NE","Nebraska","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,6.4,11.5,1176,"Female","All Races","All Ages","High School","(41.6410409880005, -99.36572062299967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,9
"100",805,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,6.3,10.1,3794,"Overall","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,8.2
"101",806,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.6,1.7,2068,"Overall","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,1.2
"102",807,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,6.5,11.4,1895,"Male","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,9
"103",808,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,0.5,2.1,975,"Male","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,1.3
"104",809,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.5,9.3,1891,"Female","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,7.4
"105",810,2014,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.4,1.7,1082,"Female","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,1.1
"106",847,2014,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,1.5,3.8,1216,"Overall","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,2.6
"107",848,2014,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,0.8,5,614,"Male","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,2.9
"108",849,2014,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,1,3.7,596,"Female","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.3
"109",877,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.7,1.8,2626,"Overall","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,1.3
"110",878,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,7.6,13,1987,"Overall","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,10.3
"111",879,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,7.4,14.9,1034,"Male","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,11.1
"112",880,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.4,1.5,1286,"Male","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,0.9
"113",881,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,0.7,2.6,1333,"Female","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,1.6
"114",882,2014,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,6.6,12.1,947,"Female","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,9.4
"115",920,2013,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,2.2,4.2,1582,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"116",921,2013,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,2.2,4.2,756,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"117",922,2013,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,1.4,4.6,819,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3
"118",950,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,0.7,2.1,2900,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,1.4
"119",951,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,7.2,10.6,2435,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,8.9
"120",952,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,1,2.6,1464,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,1.8
"121",953,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,8.3,12.5,1230,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,10.4
"122",954,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.4,9.2,1188,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,7.3
"123",955,2013,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,0.2,1.8,1423,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,1
"124",999,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2.1,4.3,2041,"Overall","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"125",1000,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,9.4,14.6,1699,"Overall","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,12
"126",1001,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,11.2,17.4,832,"Male","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,14.3
"127",1002,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.3,4.9,1014,"Male","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.6
"128",1003,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,1.5,3.9,1027,"Female","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.7
"129",1004,2013,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,6.6,12.8,866,"Female","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,9.7
"130",1041,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.3,5.7,1912,"Overall","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4
"131",1042,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,3.4,8.2,1400,"Overall","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,5.8
"132",1043,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,2.3,7.1,877,"Male","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.7
"133",1044,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,2.9,10.7,661,"Male","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,6.8
"134",1045,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,2.8,7,735,"Female","All Races","All Ages","High School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,4.9
"135",1046,2013,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,0.9,4.7,1026,"Female","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.8
"136",1089,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,2,3.2,1896,"Overall","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,2.6
"137",1090,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,9.8,16,1659,"Overall","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,12.9
"138",1091,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,11.9,18.9,830,"Male","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,15.4
"139",1092,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,1.6,2.6,965,"Male","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,2.1
"140",1093,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,6.4,14.2,826,"Female","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,10.3
"141",1094,2013,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,2,4,923,"Female","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3
"142",1137,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,11.3,16.1,2653,"Overall","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,13.7
"143",1138,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,2.7,4.7,2429,"Overall","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.7
"144",1139,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,12.2,17.4,1277,"Male","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,14.8
"145",1140,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2.5,4.7,1210,"Male","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.6
"146",1141,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2.8,5,1207,"Female","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.9
"147",1142,2013,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,9.4,16,1362,"Female","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,12.7
